Date,Close
2/7/2022,2778.76
2/8/2022,2784.26
2/9/2022,2829.06
2/10/2022,2772.05
2/11/2022,2682.6
2/14/2022,2706
2/15/2022,2728.51
2/16/2022,2749.75
2/17/2022,2646.17
2/18/2022,2609.35
2/22/2022,2588.05
2/23/2022,2551.7
2/24/2022,2653.47
2/25/2022,2690.39
2/28/2022,2697.82
3/1/2022,2683.36
3/2/2022,2695.03
3/3/2022,2686.16
3/4/2022,2642.44
3/7/2022,2529.29
3/8/2022,2545.57
3/9/2022,2677.32
3/10/2022,2653.64
3/11/2022,2609.51
3/14/2022,2534.82
3/15/2022,2593.21
3/16/2022,2673.81
3/17/2022,2692.01
3/18/2022,2736.03
3/21/2022,2729.57
3/22/2022,2805.55
3/23/2022,2770.07
3/24/2022,2826.24
3/25/2022,2830.43
3/28/2022,2839
3/29/2022,2865
3/30/2022,2852.89
3/31/2022,2792.99
4/1/2022,2814
4/4/2022,2872.85
4/5/2022,2821.26
4/6/2022,2743.52
4/7/2022,2729.3
4/8/2022,2680.21
4/11/2022,2595.93
4/12/2022,2567.49
4/13/2022,2605.72
4/14/2022,2545.06
4/18/2022,2559.22
4/19/2022,2610.62
4/20/2022,2564.91
4/21/2022,2498.75
4/22/2022,2392.28
4/25/2022,2465
4/26/2022,2390.12
4/27/2022,2300.41
4/28/2022,2388.23
4/29/2022,2299.33
5/2/2022,2343.14
5/3/2022,2362.59
5/4/2022,2451.5
5/5/2022,2334.93
5/6/2022,2313.2
5/9/2022,2261.68
5/10/2022,2291.69
5/11/2022,2279.22
5/12/2022,2263.22
5/13/2022,2330.31
5/16/2022,2295.85
5/17/2022,2334.03
5/18/2022,2248.02
5/19/2022,2214.91
5/20/2022,2186.26
5/23/2022,2233.33
5/24/2022,2118.52
5/25/2022,2116.79
5/26/2022,2165.92
5/27/2022,2255.98
5/31/2022,2280.78
6/1/2022,2282.74
6/2/2022,2354.92
6/3/2022,2291.28
6/6/2022,2340.21
6/7/2022,2344.59
6/8/2022,2344.76
6/9/2022,2298.36
6/10/2022,2228.55
6/13/2022,2137.53
6/14/2022,2143.88
6/15/2022,2207.81
6/16/2022,2132.72
6/17/2022,2157.31
